time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461400000	-24.0133	-7.06381	4.75306	2.42087	-0.418716	lidar	21.0811	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1864	-6.85152	4.80693	2.35918	-0.525673	radar	40.5615	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3298	-6.60293	4.86917	2.28854	-0.598293	lidar	16.0275	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.4776	-6.44021	4.83057	2.25674	-0.630993	radar	18.1549	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5591	-6.3016	4.69705	2.22193	-0.647948	lidar	36.6462	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7075	-6.11634	4.70233	2.20679	-0.58207	radar	0.934742	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9109	-5.92814	4.76364	2.2044	-0.532635	lidar	23.649	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0549	-5.70922	4.80273	2.17432	-0.523206	radar	18.11	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.192	-5.54828	4.7543	2.16355	-0.501647	lidar	4.26455	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3361	-5.3602	4.7536	2.16622	-0.400739	radar	1.50111	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4897	-5.14688	4.7942	2.14993	-0.392304	lidar	3.70806	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6235	-5.01786	4.69763	2.17015	-0.293609	radar	115.671	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7425	-4.84384	4.65828	2.15772	-0.291232	lidar	2.37484	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8619	-4.63536	4.669	2.12389	-0.356502	radar	2.56175	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9726	-4.38707	4.72985	2.08499	-0.390352	lidar	7.00993	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0453	-4.16136	4.71825	1.9882	-0.678027	radar	12.5433	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1283	-3.86912	4.8209	1.92702	-0.717405	lidar	17.1246	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.1913	-3.6392	4.81437	1.86178	-0.829159	radar	2.79673	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.1937	-3.36004	4.84583	1.78078	-0.887482	lidar	22.916	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.2515	-3.12263	4.84929	1.75748	-0.806688	radar	1.44485	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.2642	-2.88121	4.83859	1.70368	-0.828912	lidar	3.53449	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3203	-2.67498	4.78938	1.71623	-0.638068	radar	28.5167	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4284	-2.51641	4.69758	1.72949	-0.583441	lidar	48.7143	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.4815	-2.26651	4.72964	1.72954	-0.465578	radar	14.4119	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5527	-2.06922	4.68388	1.72762	-0.436104	lidar	10.8151	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.5947	-1.8212	4.71224	1.71664	-0.390515	radar	9.82011	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.5887	-1.57286	4.72509	1.67684	-0.422278	lidar	7.22581	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5843	-1.36458	4.67722	1.61396	-0.586556	radar	32.1082	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.5931	-1.13397	4.67267	1.58591	-0.584751	lidar	0.0544558	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.5967	-0.926018	4.63026	1.56428	-0.561457	radar	20.8036	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6256	-0.669528	4.67689	1.55237	-0.532733	lidar	7.70885	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.598	-0.419526	4.70574	1.49113	-0.660275	radar	10.7924	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5471	-0.12269	4.80712	1.44369	-0.674907	lidar	18.6553	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5139	0.115784	4.80799	1.41197	-0.667392	radar	0.0758587	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5078	0.410105	4.90267	1.39963	-0.62484	lidar	17.8989	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.4841	0.644059	4.8833	1.4037	-0.49205	radar	5.50373	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.51	0.931353	4.95502	1.417	-0.427127	lidar	28.7269	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4849	1.2298	5.039	1.42603	-0.314887	radar	84.2136	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4349	1.46393	5.01613	1.40349	-0.326451	lidar	1.36958	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3897	1.63093	4.88522	1.37553	-0.364116	radar	198.359	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3444	1.85037	4.85222	1.35774	-0.364463	lidar	1.5633	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2715	2.074	4.83934	1.30563	-0.494104	radar	5.02338	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2153	2.27549	4.78615	1.28249	-0.493889	lidar	4.20522	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1556	2.4986	4.77113	1.27541	-0.425514	radar	2.57353	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0797	2.74683	4.80609	1.25501	-0.421982	lidar	1.72675	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9695	2.96545	4.81198	1.17668	-0.638746	radar	6.71507	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8661	3.24662	4.91183	1.15153	-0.620583	lidar	13.9418	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7677	3.47846	4.92225	1.13113	-0.582187	radar	1.85054	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6607	3.68262	4.89513	1.09883	-0.589832	lidar	1.03474	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5518	3.87174	4.84837	1.06942	-0.581648	radar	23.4659	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5043	4.06428	4.78304	1.06818	-0.543262	lidar	27.669	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3878	4.253	4.7526	1.03654	-0.553416	radar	10.2707	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2095	4.47209	4.80915	0.989144	-0.580607	lidar	16.5542	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0951	4.67309	4.78853	0.994926	-0.446952	radar	5.04066	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9795	4.87693	4.78441	0.981371	-0.432798	lidar	1.42945	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.8405	5.07117	4.78451	0.95201	-0.460971	radar	0.187974	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6567	5.28598	4.84631	0.917709	-0.474899	lidar	11.9119	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4885	5.45519	4.83998	0.85354	-0.619868	radar	4.6548	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2791	5.62532	4.86307	0.799855	-0.654813	lidar	11.5759	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.1115	5.74856	4.79261	0.748898	-0.696608	radar	52.9546	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9298	5.91849	4.80899	0.716844	-0.689966	lidar	0.383395	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7898	6.12971	4.80361	0.786314	-0.320319	radar	26.9874	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6249	6.29662	4.79589	0.771775	-0.318582	lidar	0.222058	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4613	6.47131	4.79207	0.776466	-0.244449	radar	0.808679	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.232	6.70022	4.92651	0.771014	-0.224235	lidar	32.7468	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0584	6.81922	4.85854	0.734262	-0.28261	radar	48.5329	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8393	7.00258	4.92349	0.716528	-0.285512	lidar	9.97033	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6385	7.13125	4.90946	0.659652	-0.429775	radar	7.21097	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4575	7.29087	4.90821	0.647915	-0.413917	lidar	1.39561	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2261	7.42868	4.95887	0.567828	-0.647363	radar	20.5896	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0548	7.60142	4.96522	0.567848	-0.592107	lidar	12.6157	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8494	7.82098	5.04208	0.614212	-0.364583	radar	84.8452	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.643	7.95682	5.03269	0.592377	-0.371775	lidar	0.143636	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4404	8.07509	4.99991	0.569213	-0.370728	radar	9.62112	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.1953	8.09011	4.91045	0.482139	-0.494111	lidar	37.5358	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-20.9906	8.30301	4.97045	0.560446	-0.172554	radar	79.806	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.838	8.46028	4.92849	0.581052	-0.122394	lidar	20.6706	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.5904	8.61119	5.01673	0.525723	-0.343083	radar	68.2158	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3377	8.7201	5.04339	0.492046	-0.370204	lidar	7.39237	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1302	8.85746	5.03006	0.513762	-0.22438	radar	3.42108	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9427	8.94504	4.95586	0.491853	-0.246368	lidar	9.0556	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7392	9.05626	4.92285	0.498341	-0.162626	radar	8.04325	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5147	9.10882	4.87014	0.454382	-0.226909	lidar	10.127	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2624	9.27042	4.977	0.446378	-0.275129	radar	87.5449	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-18.9615	9.31899	5.01994	0.385012	-0.357084	lidar	41.6303	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7413	9.37291	4.96704	0.349256	-0.388821	radar	22.9978	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.4897	9.46014	4.99409	0.329309	-0.387459	lidar	1.8523	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2535	9.46462	4.95093	0.236899	-0.608598	radar	33.3263	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9598	9.58829	5.07641	0.241274	-0.53219	lidar	24.1625	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7149	9.71716	5.09864	0.293426	-0.285698	radar	23.7878	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4427	9.82173	5.16035	0.296539	-0.247227	lidar	6.01171	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1846	9.90874	5.19025	0.283298	-0.269422	radar	6.01301	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9227	10.0349	5.24609	0.301767	-0.20888	lidar	6.62655	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6671	10.1038	5.25333	0.276639	-0.262982	radar	0.579858	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4333	10.2159	5.25495	0.28965	-0.217453	lidar	6.97382	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1654	10.2935	5.29004	0.262514	-0.296232	radar	7.82426	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9328	10.303	5.21855	0.21761	-0.351334	lidar	9.31134	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6813	10.3694	5.2143	0.21811	-0.287045	radar	0.665617	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4613	10.347	5.11548	0.161264	-0.370233	lidar	17.3822	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1585	10.4313	5.24073	0.133954	-0.476593	radar	84.7052	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9064	10.4652	5.23041	0.111665	-0.474547	lidar	0.401727	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6922	10.4767	5.11908	0.125261	-0.281951	radar	59.6044	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4399	10.4146	5.06974	0.052853	-0.396899	lidar	18.5918	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1785	10.4594	5.08882	0.0653842	-0.303786	radar	5.61811	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8838	10.6325	5.21805	0.154838	-0.0893364	lidar	50.4773	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6181	10.7126	5.23776	0.19253	0.0359199	radar	5.50262	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3658	10.6959	5.19987	0.153364	-0.0390366	lidar	10.1742	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0959	10.7288	5.22722	0.128376	-0.135332	radar	4.64342	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8565	10.8348	5.23137	0.165131	-0.0585095	lidar	18.685	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5697	10.9101	5.29571	0.17083	-0.0728955	radar	24.2122	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3302	10.8498	5.2128	0.107711	-0.177871	lidar	28.5716	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0668	10.8967	5.22371	0.119571	-0.113119	radar	1.75594	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8341	10.9608	5.19862	0.133752	-0.0780507	lidar	8.85154	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5492	11.0141	5.25727	0.125735	-0.129097	radar	18.0066	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3267	11.0117	5.18213	0.0995873	-0.166384	lidar	9.60497	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.089	10.9096	5.13297	-0.05605	-0.651158	radar	58.4209	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7881	10.8376	5.18233	-0.117599	-0.697708	lidar	25.3099	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5424	10.8222	5.1469	-0.116156	-0.557041	radar	5.37938	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3122	10.8098	5.11385	-0.133683	-0.541329	lidar	6.16999	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0333	10.8938	5.11442	-0.00864537	-0.0435332	radar	48.5815	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78148	10.9544	5.12178	0.0303633	0.0397708	lidar	11.5114	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.59882	10.871	4.98617	-0.0328319	-0.0850469	radar	94.2136	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.33471	10.9133	5.02124	-0.00491372	-0.0271229	lidar	7.3855	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.12381	10.8722	4.94535	-0.0281623	-0.0504252	radar	27.6469	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.85164	10.9249	4.99882	0.00698382	0.0171215	lidar	11.8265	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.66817	10.8497	4.87684	-0.0482791	-0.0975233	radar	74.0805	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.472	10.7837	4.78868	-0.088616	-0.161922	lidar	17.2311	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.19259	10.8209	4.85739	-0.040743	-0.0118745	radar	29.1482	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.85113	10.8745	5.03013	0.00932632	0.0918992	lidar	55.4939	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.58528	10.8929	5.05644	0.0262829	0.118978	radar	3.11228	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.29645	10.8813	5.11111	0.0240387	0.10509	lidar	10.122	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.064	10.8884	5.06675	0.0465163	0.191044	radar	8.95991	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
